id,label
1,0.0
2,0.0
3,0.0002
4,0.0001
5,1.0
6,1.0
7,1.0
8,0.9999
9,1.0
10,0.0029
11,0.0
12,0.0
13,1.0
14,0.0
15,0.9999
16,0.9999
17,0.9997
18,1.0
19,0.9999
20,0.1065
21,0.0
22,1.0
23,0.0
24,0.0
25,0.0002
26,1.0
27,0.9998
28,1.0
29,1.0
30,0.9983
31,1.0
32,1.0
33,0.2385
34,0.0001
35,0.0
36,1.0
37,0.0
38,1.0
39,0.0
40,0.0026
41,0.998
42,1.0
43,0.0
44,1.0
45,0.0001
46,0.0
47,0.0
48,0.9999
49,0.0
50,0.9123
51,0.9999
52,1.0
53,0.0
54,0.0
55,0.9954
56,0.0
57,0.9999
58,0.0
59,0.0
60,1.0
61,1.0
62,0.0
63,0.0239
64,0.0931
65,0.0011
66,0.0296
67,1.0
68,0.0
69,0.9997
70,0.9995
71,0.0025
72,0.0
73,1.0
74,0.9999
75,0.2869
76,1.0
77,0.0001
78,0.0
79,0.0
80,0.9999
81,0.0088
82,0.0
83,1.0
84,0.0
85,1.0
86,0.0001
87,0.0
88,1.0
89,0.0
90,0.9999
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,1.0
97,0.0
98,1.0
99,0.0
100,0.9997
101,0.0
102,0.0
103,1.0
104,1.0
105,1.0
106,0.2169
107,1.0
108,1.0
109,0.0
110,0.0
111,0.0
112,1.0
113,0.9955
114,1.0
115,0.9999
116,0.9614
117,1.0
118,1.0
119,1.0
120,0.0
121,0.0
122,0.9999
123,0.0
124,0.0
125,1.0
126,1.0
127,1.0
128,1.0
129,0.0
130,1.0
131,0.9999
132,0.0
133,0.0
134,1.0
135,0.0
136,0.0018
137,0.0
138,1.0
139,0.0
140,0.9992
141,1.0
142,0.0002
143,0.0
144,0.9964
145,0.0
146,0.0
147,1.0
148,1.0
149,0.9996
150,0.0
151,0.9997
152,0.9999
153,0.9999
154,0.0
155,0.0
156,0.0056
157,0.0
158,1.0
159,0.0
160,1.0
161,0.0
162,0.003
163,0.0
164,1.0
165,0.0
166,1.0
167,0.0
168,0.0
169,0.1999
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.9999
176,1.0
177,1.0
178,1.0
179,1.0
180,1.0
181,0.9995
182,0.0
183,1.0
184,1.0
185,0.0
186,0.9998
187,1.0
188,0.0
189,0.9954
190,0.9998
191,0.0
192,0.0
193,0.9997
194,0.0004
195,1.0
196,0.0
197,0.0
198,1.0
199,0.0002
200,0.0
201,1.0
202,0.0
203,0.0
204,0.0
205,0.0
206,1.0
207,1.0
208,1.0
209,1.0
210,0.9895
211,1.0
212,0.0
213,0.0
214,0.9998
215,1.0
216,0.0058
217,1.0
218,1.0
219,0.9999
220,1.0
221,0.0001
222,1.0
223,1.0
224,0.0
225,1.0
226,0.0
227,0.0
228,0.0
229,1.0
230,0.0021
231,0.0
232,0.0
233,0.0
234,0.0669
235,0.0
236,0.0
