id,label
1,0.0
2,0.0001
3,0.0495
4,0.0
5,0.9992
6,0.1807
7,0.9847
8,0.8737
9,0.9826
10,0.0123
11,0.0004
12,0.2875
13,0.9999
14,0.0
15,0.991
16,0.9885
17,0.98
18,0.999
19,0.9998
20,0.1185
21,0.0184
22,0.9944
23,0.5976
24,0.0
25,0.1739
26,0.9904
27,0.8119
28,0.9593
29,0.9999
30,0.3376
31,0.9959
32,0.9941
33,0.8308
34,0.0
35,0.0
36,0.9984
37,0.0
38,1.0
39,0.0002
40,0.0166
41,0.8608
42,0.997
43,0.0
44,1.0
45,0.0001
46,0.001
47,0.0001
48,1.0
49,0.0
50,0.2298
51,0.8459
52,0.9986
53,0.0004
54,0.0303
55,0.9649
56,0.0028
57,1.0
58,0.0007
59,0.039
60,1.0
61,0.9586
62,0.0002
63,0.1982
64,0.6772
65,0.1707
66,0.0002
67,0.9997
68,0.0005
69,0.9247
70,0.9608
71,0.0384
72,0.0235
73,0.9972
74,0.9313
75,0.2138
76,0.9885
77,0.0072
78,0.0
79,0.0013
80,1.0
81,0.1789
82,0.0002
83,0.9985
84,0.0003
85,0.9648
86,0.0814
87,0.0
88,0.9982
89,0.0085
90,0.976
91,0.2717
92,0.0
93,0.0001
94,0.0001
95,0.0005
96,0.9992
97,0.0
98,0.9617
99,0.4435
100,0.8875
101,0.0004
102,0.0007
103,0.9999
104,0.9791
105,1.0
106,0.0555
107,0.6123
108,0.999
109,0.0678
110,0.0
111,0.0002
112,0.9979
113,0.0856
114,0.8441
115,0.969
116,0.9078
117,0.9724
118,0.9594
119,0.993
120,0.012
121,0.0191
122,0.9872
123,0.0
124,0.0
125,0.4387
126,0.9938
127,0.8973
128,0.9994
129,0.3236
130,0.9994
131,0.9853
132,0.0
133,0.0022
134,0.9974
135,0.0
136,0.5551
137,0.0002
138,0.5989
139,0.0002
140,0.5992
141,0.9395
142,0.0185
143,0.3503
144,0.2136
145,0.0
146,0.3026
147,0.9997
148,0.9977
149,0.9846
150,0.0188
151,0.798
152,0.9998
153,0.9999
154,0.0042
155,0.0051
156,0.2065
157,0.0002
158,0.9793
159,0.0
160,0.9738
161,0.0218
162,0.001
163,0.4845
164,0.9453
165,0.0
166,1.0
167,0.1931
168,0.0053
169,0.082
170,0.0002
171,0.1705
172,0.0042
173,0.1367
174,0.0008
175,0.9283
176,0.9785
177,1.0
178,0.9388
179,0.9973
180,0.9197
181,0.9999
182,0.0
183,0.9921
184,0.7353
185,0.0383
186,0.629
187,0.9938
188,0.0094
189,0.53
190,0.9829
191,0.0108
192,0.0018
193,0.342
194,0.0012
195,0.9922
196,0.0001
197,0.0293
198,0.9645
199,0.1883
200,0.0191
201,0.9934
202,0.0029
203,0.0129
204,0.0002
205,0.0001
206,0.9964
207,0.9893
208,0.9988
209,0.9981
210,0.256
211,0.9943
212,0.0237
213,0.0001
214,0.8411
215,0.437
216,0.007
217,0.9025
218,0.8126
219,0.3448
220,0.9991
221,0.0007
222,0.9997
223,0.9671
224,0.0025
225,0.9996
226,0.0002
227,0.1459
228,0.0
229,0.9988
230,0.1652
231,0.0
232,0.1319
233,0.0
234,0.8079
235,0.0565
236,0.0055
237,0.9519
238,0.9823
239,0.0064
240,0.7255
241,0.9999
242,0.994
243,0.8961
244,0.9748
245,0.0
246,0.451
247,0.0
248,1.0
249,0.9669
250,0.0
251,0.181
252,0.0
253,0.9482
254,0.7051
255,0.0
256,0.5542
257,0.0
258,0.046
259,0.639
260,0.9981
261,0.9999
262,0.992
263,0.5268
264,0.9997
265,0.0
266,0.9816
267,0.038
268,0.0024
269,0.7928
270,0.0043
271,0.0052
272,0.0033
273,0.9972
274,0.9986
275,1.0
276,0.9861
277,0.9687
278,0.9974
279,0.0259
280,0.0053
281,0.8612
282,0.9975
283,0.9861
284,0.9853
285,0.9946
286,0.0
287,0.1059
288,1.0
289,0.1054
290,0.9999
291,0.9981
292,0.0001
293,1.0
294,0.0025
295,0.9985
296,0.0033
297,0.0021
298,0.006
299,0.0004
300,0.0
301,0.9996
302,0.0
